location,year,compound,concentration_ng_l,type,total_pfas_ng_l,reference,region,dataset
"Livingstone, Antarctica",2014,PFHxS,1.2,,216.618,"Casal, P., Zhang, Y., Martin, J. W., Pizarro, M., Jiménez, B., & Dachs, J. (2017). Role of snow deposition of perfluoroalkylated substances at coastal Livingston Island (Maritime Antarctica). Environmental Science & Technology, 51(15), 8460-8470. https://doi.org/10.1021/acs.est.7b02521",Inland / Freshwater,inland
"Livingstone, Antarctica",2014,PFOS,20.136,,216.618,"Casal, P., Zhang, Y., Martin, J. W., Pizarro, M., Jiménez, B., & Dachs, J. (2017). Role of snow deposition of perfluoroalkylated substances at coastal Livingston Island (Maritime Antarctica). Environmental Science & Technology, 51(15), 8460-8470. https://doi.org/10.1021/acs.est.7b02521",Inland / Freshwater,inland
"Livingstone, Antarctica",2014,PFOA,69.42,,216.618,"Casal, P., Zhang, Y., Martin, J. W., Pizarro, M., Jiménez, B., & Dachs, J. (2017). Role of snow deposition of perfluoroalkylated substances at coastal Livingston Island (Maritime Antarctica). Environmental Science & Technology, 51(15), 8460-8470. https://doi.org/10.1021/acs.est.7b02521",Inland / Freshwater,inland
"Livingstone, Antarctica",2014,PFDA,16.852,,216.618,"Casal, P., Zhang, Y., Martin, J. W., Pizarro, M., Jiménez, B., & Dachs, J. (2017). Role of snow deposition of perfluoroalkylated substances at coastal Livingston Island (Maritime Antarctica). Environmental Science & Technology, 51(15), 8460-8470. https://doi.org/10.1021/acs.est.7b02521",Inland / Freshwater,inland
"Livingstone, Antarctica",2010,6:2 FTA,0.08,emerging,38.69,"Wang, Z., Xie, Z., Mi, W., Möller, A., Wolschke, H., & Ebinghaus, R. (2015). Neutral poly/per-fluoroalkyl substances in air from the Atlantic to the Southern Ocean and in Antarctic snow. Environmental Science & Technology, 49(13), 7770-7775. https://doi.org/10.1021/acs.est.5b00920",Inland / Freshwater,inland
"Livingstone, Antarctica",2010,8:2 FTA,0.11,,38.69,"Wang, Z., Xie, Z., Mi, W., Möller, A., Wolschke, H., & Ebinghaus, R. (2015). Neutral poly/per-fluoroalkyl substances in air from the Atlantic to the Southern Ocean and in Antarctic snow. Environmental Science & Technology, 49(13), 7770-7775. https://doi.org/10.1021/acs.est.5b00920",Inland / Freshwater,inland
"Livingstone, Antarctica",2010,MeFOSA,0.15,,38.69,"Wang, Z., Xie, Z., Mi, W., Möller, A., Wolschke, H., & Ebinghaus, R. (2015). Neutral poly/per-fluoroalkyl substances in air from the Atlantic to the Southern Ocean and in Antarctic snow. Environmental Science & Technology, 49(13), 7770-7775. https://doi.org/10.1021/acs.est.5b00920",Inland / Freshwater,inland
"Livingstone, Antarctica",2010,EtFOSA,0.05,,38.69,"Wang, Z., Xie, Z., Mi, W., Möller, A., Wolschke, H., & Ebinghaus, R. (2015). Neutral poly/per-fluoroalkyl substances in air from the Atlantic to the Southern Ocean and in Antarctic snow. Environmental Science & Technology, 49(13), 7770-7775. https://doi.org/10.1021/acs.est.5b00920",Inland / Freshwater,inland
"Livingstone, Antarctica",2010,8:2 FTOH,30.63,legacy,38.69,"Wang, Z., Xie, Z., Mi, W., Möller, A., Wolschke, H., & Ebinghaus, R. (2015). Neutral poly/per-fluoroalkyl substances in air from the Atlantic to the Southern Ocean and in Antarctic snow. Environmental Science & Technology, 49(13), 7770-7775. https://doi.org/10.1021/acs.est.5b00920",Inland / Freshwater,inland
"Livingstone, Antarctica",2010,6:2 FTOH,0.65,,38.69,"Wang, Z., Xie, Z., Mi, W., Möller, A., Wolschke, H., & Ebinghaus, R. (2015). Neutral poly/per-fluoroalkyl substances in air from the Atlantic to the Southern Ocean and in Antarctic snow. Environmental Science & Technology, 49(13), 7770-7775. https://doi.org/10.1021/acs.est.5b00920",Inland / Freshwater,inland
"Livingstone, Antarctica",2010,10:2 FTOH,2.2,,38.69,"Wang, Z., Xie, Z., Mi, W., Möller, A., Wolschke, H., & Ebinghaus, R. (2015). Neutral poly/per-fluoroalkyl substances in air from the Atlantic to the Southern Ocean and in Antarctic snow. Environmental Science & Technology, 49(13), 7770-7775. https://doi.org/10.1021/acs.est.5b00920",Inland / Freshwater,inland
"Livingstone, Antarctica",2010,12:2 FTOH,4.82,,38.69,"Wang, Z., Xie, Z., Mi, W., Möller, A., Wolschke, H., & Ebinghaus, R. (2015). Neutral poly/per-fluoroalkyl substances in air from the Atlantic to the Southern Ocean and in Antarctic snow. Environmental Science & Technology, 49(13), 7770-7775. https://doi.org/10.1021/acs.est.5b00920",Inland / Freshwater,inland
